accuracy,loss,val_accuracy,val_loss
0.6714285612106323,0.834760308265686,0.25,2.997180938720703
0.7511160969734192,0.6445741057395935,0.2919642925262451,2.1520867347717285
0.8008928298950195,0.5372254848480225,0.5366071462631226,1.272403359413147
0.817187488079071,0.48074036836624146,0.5580357313156128,2.0646324157714844
0.8332589268684387,0.4477277100086212,0.4928571283817291,2.685004711151123
0.8513392806053162,0.41313210129737854,0.5517857074737549,1.0167900323867798
0.8515625,0.3981528580188751,0.6642857193946838,1.4058796167373657
0.8600446581840515,0.36285465955734253,0.7339285612106323,0.6313000321388245
0.8671875,0.3546830415725708,0.5044642686843872,2.232179880142212
0.8707589507102966,0.35604196786880493,0.5410714149475098,1.4604854583740234
0.8787946701049805,0.31241098046302795,0.5857142806053162,1.1001873016357422
0.8870535492897034,0.30332472920417786,0.731249988079071,0.7133353352546692
0.8966518044471741,0.2895149290561676,0.7589285969734192,0.5576384663581848
0.8919642567634583,0.2836880683898926,0.8383928537368774,0.4693785607814789
0.8892857432365417,0.2910535931587219,0.5482142567634583,1.4261854887008667
