classe,precision,recall,f1-score,support
glioma,0.7865497076023392,0.6725,0.7250673854447439,400.0
meningioma,0.7401960784313726,0.755,0.7475247524752475,400.0
notumor,0.854978354978355,0.9875,0.9164733178654292,400.0
pituitary,0.9097938144329897,0.8825,0.8959390862944162,400.0
accuracy,0.824375,0.824375,0.824375,0.824375
macro avg,0.8228794888612642,0.824375,0.8212511355199592,1600.0
weighted avg,0.822879488861264,0.824375,0.8212511355199592,1600.0
