classe,precision,recall,f1-score,support
glioma,0.9260450160771704,0.72,0.810126582278481,400.0
meningioma,0.8540145985401459,0.8775,0.8655980271270037,400.0
notumor,0.8810572687224669,1.0,0.936768149882904,400.0
pituitary,0.9245283018867925,0.98,0.9514563106796117,400.0
accuracy,0.894375,0.894375,0.894375,0.894375
macro avg,0.896411296306644,0.894375,0.8909872674920001,1600.0
weighted avg,0.896411296306644,0.894375,0.8909872674920001,1600.0
